Mythologie, Quel est le nom du fleuve des Enfers ?, Le Styx, Le Nil, Le Tibre, Le Rhin;
Nature, Quel mammifère marin possède une défense en spirale ?, Le narval, Le béluga, L'orque, Le dauphin;
Gastronomie, Quel est le fruit principal de la tarte Tatin ?, La pomme, La poire, La cerise, La fraise;
Histoire, Quel président américain a lancé le plan Marshall ?, Harry Truman, Franklin Roosevelt, Dwight Eisenhower, John Kennedy;
Géographie, Quel pays possède le drapeau avec une feuille d'érable ?, Le Canada, Le Liban, Le Japon, La Suisse;
Sciences, Quelle est la vitesse de la lumière ?, 300000 km/s, 150000 km/s, 500000 km/s, 1000000 km/s;
Art, Qui est l'auteur de La Vierge aux rochers ?, Léonard de Vinci, Michel-Ange, Raphaël, Botticelli;
Sport, Quel est le nombre de joueurs dans une équipe de curling ?, 4, 3, 5, 2;
Littérature, Qui a écrit Robinson Crusoé ?, Daniel Defoe, Jonathan Swift, Robert Louis Stevenson, Jack London;
Musique, Quel compositeur a écrit Le Messie ?, Haendel, Bach, Vivaldi, Mozart;
Cinéma, Quel film raconte l'histoire de la liste d'un industriel allemand ?, La Liste de Schindler, Le Pianiste, La Vie est belle, Shoah;
Mythologie, Qui est le dieu du sommeil ?, Hypnos, Morphée, Thanatos, Phanès;
Espace, Quel est le nom du télescope spatial lancé en 2021 ?, James Webb, Hubble, Kepler, Spitzer;
Histoire, Quel pays a été colonisé par le Portugal ?, Le Brésil, Le Mexique, L'Argentine, Le Chili;
Géographie, Quelle est la capitale de la Corée du Sud ?, Séoul, Tokyo, Pékin, Pyongyang;
Sciences, Quel élément a pour symbole Au ?, L'or, L'argent, Le cuivre, L'aluminium;
Art, Dans quel pays se trouve le musée du Rijksmuseum ?, Les Pays-Bas, L'Allemagne, La Belgique, La France;
Sport, Dans quel sport utilise-t-on un birdie ?, Le badminton, Le golf, Le tennis, Le squash;
Littérature, Qui est le créateur de James Bond ?, Ian Fleming, John le Carré, Arthur Conan Doyle, Agatha Christie;
Musique, Quel groupe est connu pour son album Abbey Road ?, Les Beatles, Les Rolling Stones, Pink Floyd, Queen;
Cinéma, Quel acteur joue le rôle de Tony Stark ?, Robert Downey Jr, Chris Evans, Chris Hemsworth, Mark Ruffalo;
Mythologie, Quel monstre a des serpents à la place des cheveux ?, Méduse, Scylla, Charybde, L'Hydre;
Nature, Quel animal est le plus lourd mammifère terrestre ?, L'éléphant d'Afrique, Le rhinocéros, L'hippopotame, La girafe;
Gastronomie, Quel est l'ingrédient principal de la socca ?, La farine de pois chiche, Le riz, Le blé, La pomme de terre;
Histoire, Quel mur a été construit par les Romains en Angleterre ?, Le Mur d'Hadrien, Le Mur d'Antonin, La Muraille de Londres, Le Mur d'Auguste;
Géographie, Quel est le plus grand lac du monde ?, La Mer Caspienne, Le Lac Supérieur, Le Lac Victoria, Le Lac Baïkal;
Sciences, Quel scientifique a étudié les pois pour la génétique ?, Gregor Mendel, Charles Darwin, Louis Pasteur, Jean-Baptiste Lamarck;
Art, Quel courant artistique est associé à Salvador Dali ?, Le surréalisme, L'impressionnisme, Le cubisme, Le fauvisme;
Sport, Quel joueur de basket a pour surnom His Airness ?, Michael Jordan, LeBron James, Kobe Bryant, Shaquille O'Neal;
Littérature, Qui a écrit Nana ?, Emile Zola, Gustave Flaubert, Guy de Maupassant, Balzac;
Musique, Quel instrument est associé à Frédéric Chopin ?, Le piano, Le violon, La flûte, La harpe;
Cinéma, Quel film raconte l'histoire d'un enfant et d'un extraterrestre ?, E.T., Rencontres du troisième type, Star Wars, Alien;
Mythologie, Qui est la déesse grecque de la victoire ?, Niké, Athéna, Artémis, Héra;
Technologie, Que signifie le sigle WiFi ?, Wireless Fidelity, Wide Fiber, Web Interface, World Frequency;
Histoire, Qui a été la première femme à recevoir un prix Nobel ?, Marie Curie, Irène Joliot-Curie, Mother Teresa, Rosalind Franklin;
Géographie, Quel pays est traversé par les Andes ?, Le Chili, Le Brésil, Le Mexique, Le Canada;
Sciences, Quelle molécule transporte l'oxygène dans le sang ?, L'hémoglobine, La chlorophylle, L'insuline, Le glucose;
Art, Qui a peint American Gothic ?, Grant Wood, Edward Hopper, Jackson Pollock, Andy Warhol;
Sport, Quel est le nom du trophée du championnat de France de rugby ?, Le bouclier de Brennus, La Coupe de France, Le trophée Webb Ellis, Le Saladier d'argent;
Littérature, Qui a écrit Le Vieil Homme et la Mer ?, Ernest Hemingway, John Steinbeck, William Faulkner, F. Scott Fitzgerald;
Musique, Quel est le pays d'origine du fado ?, Le Portugal, L'Espagne, Le Brésil, L'Italie;
Cinéma, Quel acteur incarne Neo dans Matrix ?, Keanu Reeves, Brad Pitt, Tom Cruise, Johnny Depp;
Mythologie, Quel héros a tué l'Hydre de Lerne ?, Hercule, Persée, Thésée, Jason;
Nature, Quel est l'animal le plus intelligent après l'homme ?, Le dauphin, Le chimpanzé, L'éléphant, Le corbeau;
Gastronomie, Quel alcool est utilisé dans une crêpe Suzette ?, Le Grand Marnier, Le Rhum, La Vodka, Le Whisky;
Histoire, Qui était le premier président de la République française ?, Louis-Napoléon Bonaparte, Adolphe Thiers, Charles de Gaulle, Jules Grévy;
Géographie, Quel pays possède le plus long littoral au monde ?, Le Canada, La Russie, L'Australie, Le Chili;
Sciences, Quel est l'élément chimique de la mine de crayon ?, Le carbone, Le plomb, Le fer, Le zinc;
Art, Qui a peint Le Jardin des délices ?, Jérôme Bosch, Pierre Brueghel, Jan van Eyck, Rubens;
Sport, Quel est le score parfait dans un jeu de bowling ?, 300, 100, 200, 500;
Littérature, Qui a écrit Les Raisins de la colère ?, John Steinbeck, Ernest Hemingway, William Faulkner, Mark Twain;
Musique, Quel compositeur est sourd à la fin de sa vie ?, Beethoven, Mozart, Bach, Brahms;
Cinéma, Quel film a remporté l'Oscar du meilleur film en 2023 ?, Everything Everywhere All at Once, Top Gun Maverick, Avatar 2, Elvis;
Mythologie, Qui est la déesse romaine de la sagesse ?, Minerve, Diane, Vénus, Junon;
Espace, Quelle planète a le plus de lunes ?, Saturne, Jupiter, Uranus, Neptune;
Histoire, Quel pays a vu naître la Renaissance ?, L'Italie, La France, L'Espagne, L'Angleterre;
Géographie, Quel pays est bordé par la mer Rouge et la Méditerranée ?, L'Egypte, La Turquie, La Grèce, L'Arabie Saoudite;
Sciences, Quelle force empêche les objets de flotter dans l'air ?, La gravité, Le magnétisme, La friction, L'inertie;
Art, Quel peintre est connu pour ses représentations de ballerines ?, Edgar Degas, Auguste Renoir, Claude Monet, Edouard Manet;
Sport, Quelle est la couleur du maillot du meilleur grimpeur ?, Blanc à pois rouges, Jaune, Vert, Blanc;
Littérature, Qui a écrit Le Silence de la mer ?, Vercors, Albert Camus, Jean-Paul Sartre, Simone de Beauvoir;
Musique, Quel chanteur est surnommé le King du Rock n Roll ?, Elvis Presley, Chuck Berry, Little Richard, Jerry Lee Lewis;
Cinéma, Quel film raconte le voyage de Frodon ?, Le Seigneur des Anneaux, Harry Potter, Star Wars, Willow;
Mythologie, Quel est le nom du fils de Zeus et d'Alcmène ?, Hercule, Achille, Persée, Thésée;
Nature, Quel animal a la plus longue période de gestation ?, L'éléphant, La baleine, Le rhinocéros, La girafe;
Gastronomie, Quel légume est la base de la choucroute ?, Le chou, La carotte, Le navet, La pomme de terre;
Histoire, Quel empire a été dirigé par Soliman le Magnifique ?, L'Empire ottoman, L'Empire perse, L'Empire moghol, L'Empire byzantin;
Géographie, Quelle est la capitale de l'Argentine ?, Buenos Aires, Santiago, Rio de Janeiro, Lima;
Sciences, Quel est le pH de l'eau pure ?, 7, 0, 14, 5;
Art, Qui a peint La Nuit étoilée ?, Vincent van Gogh, Paul Gauguin, Henri de Toulouse-Lautrec, Paul Cézanne;
Sport, Quel sport se pratique à Wimbledon ?, Le tennis, Le cricket, Le rugby, Le golf;
Littérature, Qui a écrit Les Fleurs du Mal ?, Charles Baudelaire, Paul Verlaine, Arthur Rimbaud, Victor Hugo;
Musique, Quel instrument est surnommé le violoncelle de l'épaule ?, L'alto, Le violon, La contrebasse, La guitare;
Cinéma, Quel acteur incarne Indiana Jones ?, Harrison Ford, Sean Connery, Mel Gibson, Tom Cruise;
Histoire, Qui était le surnommé le Renard du Désert ?, Erwin Rommel, Bernard Montgomery, George Patton, Charles de Gaulle;
Géographie, Quelle est la capitale de la Mongolie ?, Oulan-Bator, Tachkent, Almaty, Bichkek;
Sciences, Quel est le composant principal de l'acier ?, Le fer, Le cuivre, L'aluminium, Le plomb;
Littérature, Qui a écrit Le Vieil Homme et la Mer ?, Ernest Hemingway, John Steinbeck, William Faulkner, F. Scott Fitzgerald;
Art, Qui a peint La Ronde de nuit ?, Rembrandt, Vermeer, Rubens, Van Dyck;
Sport, Quel pays a remporté l'Euro 2020 de football ?, L'Italie, L'Angleterre, La France, L'Espagne;
Musique, Quel instrument jouait Miles Davis ?, La trompette, Le saxophone, Le piano, La clarinette;
Cinéma, Quel film a remporté l'Oscar du meilleur film en 1995 ?, Braveheart, Forrest Gump, Pulp Fiction, Apollo 13;
Mythologie, Qui est le dieu du commerce dans la mythologie grecque ?, Hermès, Apollon, Héphaïstos, Arès;
Nature, Quel est l'oiseau qui pond les plus gros œufs ?, L'autruche, L'émeu, Le condor, L'aigle;
Gastronomie, Quel ingrédient est la base de la sauce hollandaise ?, Le beurre, La crème, La tomate, L'huile;
Histoire, En quelle année a eu lieu la chute de l'Empire romain d'Occident ?, 476, 395, 512, 410;
Géographie, Quel pays possède le plus de lacs au monde ?, Le Canada, La Russie, Les USA, La Finlande;
Sciences, Quelle est la planète la plus lointaine du Soleil ?, Neptune, Uranus, Saturne, Pluton;
Art, Dans quelle ville se trouve le musée des Offices ?, Florence, Rome, Venise, Milan;
Sport, Quel est le record de points en un match NBA par un seul joueur ?, 100, 81, 60, 120;
Littérature, Qui a écrit Les Hauts de Hurlevent ?, Emily Brontë, Charlotte Brontë, Anne Brontë, Jane Austen;
Musique, Quel compositeur est célèbre pour La Truite ?, Franz Schubert, Robert Schumann, Johannes Brahms, Richard Wagner;
Cinéma, Quel acteur joue le rôle principal dans Braveheart ?, Mel Gibson, Liam Neeson, Russell Crowe, Brad Pitt;
Mythologie, Quel est le nom romain de la déesse Héra ?, Junon, Vénus, Diane, Minerve;
Histoire, Qui était le premier Premier ministre d'Israël ?, David Ben Gourion, Golda Meir, Yitzhak Rabin, Shimon Peres;
Géographie, Quelle est la capitale du Nigeria ?, Abuja, Lagos, Kano, Ibadan;
Sciences, Quel est l'élément chimique le plus réactif ?, Le fluor, Le chlore, L'oxygène, L'hydrogène;
Art, Qui a peint L'Origine du monde ?, Gustave Courbet, Jean-François Millet, Honoré Daumier, Edouard Manet;
Sport, Quel est le surnom de l'équipe de rugby d'Australie ?, Les Wallabies, Les All Blacks, Les Springboks, Les Pumas;
Littérature, Qui a écrit Le Meilleur des mondes ?, Aldous Huxley, George Orwell, Ray Bradbury, Philip K. Dick;
Musique, Quel groupe a sorti l'album Rumours ?, Fleetwood Mac, ABBA, The Eagles, Bee Gees;
Cinéma, Qui a réalisé le film Le Silence des agneaux ?, Jonathan Demme, Ridley Scott, David Fincher, Steven Spielberg;
Mythologie, Quel héros a vaincu le Sphinx ?, Oedipe, Hercule, Thésée, Jason;
Nature, Quel mammifère marin est surnommé la baleine tueuse ?, L'orque, Le cachalot, Le rorqual, Le dauphin;
Gastronomie, De quel pays vient le baklava ?, La Turquie, L'Espagne, L'Italie, Le Mexique;
Histoire, Quel roi de France a été surnommé le Hardi ?, Philippe III, Louis IX, Charles V, Philippe IV;
Géographie, Quel est le point le plus élevé de l'Union européenne ?, Le Mont Blanc, L'Elbrouz, Le Cervin, L'Etna;
Sciences, Quel est le symbole chimique du sodium ?, Na, S, So, Ni;
Art, Qui a peint Les Demoiselles d'Avignon ?, Pablo Picasso, Georges Braque, Juan Gris, Henri Matisse;
Sport, Combien de joueurs composent une équipe de volley-ball ?, 6, 5, 7, 11;
Littérature, Qui a écrit Nana ?, Emile Zola, Gustave Flaubert, Maupassant, Stendhal;
Musique, Quel instrument est surnommé le piano du pauvre ?, L'accordéon, L'harmonica, La flûte, Le ukulélé;
Cinéma, Quel film d'animation met en scène le personnage de Shrek ?, Shrek, Toy Story, Madagascar, L'Âge de glace;
Mythologie, Qui est le dieu de la foudre dans la mythologie nordique ?, Thor, Odin, Loki, Tyr;
Espace, Quelle est la lune la plus grande de Jupiter ?, Ganymède, Callisto, Io, Europe;
Histoire, Qui a été le dernier empereur de Chine ?, Pu Yi, Cixi, Sun Yat-sen, Mao Zedong;
Géographie, Quel pays possède le plus de fuseaux horaires ?, La France, La Russie, Les USA, La Chine;
Sciences, Quel savant a inventé le paratonnerre ?, Benjamin Franklin, Thomas Edison, Nikola Tesla, Isaac Newton;
Art, Qui a sculpté La Victoire de Samothrace ?, Inconnu, Phidias, Praxitèle, Lysippe;
Sport, Quelle ville a accueilli les premiers JO modernes en 1896 ?, Athènes, Paris, Londres, Rome;
Littérature, Qui a écrit Les Misérables ?, Victor Hugo, Emile Zola, Balzac, Flaubert;
Musique, Quel groupe a chanté Bohemian Rhapsody ?, Queen, The Beatles, Pink Floyd, Led Zeppelin;
Cinéma, Quel acteur incarne Iron Man ?, Robert Downey Jr, Chris Evans, Tom Hiddleston, Mark Ruffalo;
Mythologie, Qui est le dieu des Enfers chez les Grecs ?, Hadès, Poséidon, Zeus, Hermès;
Nature, Quel reptile est le plus grand du monde ?, Le crocodile marin, L'anaconda, Le dragon de Komodo, La tortue luth;
Gastronomie, Quel ingrédient est la base du caviar ?, Des œufs d'esturgeon, Des œufs de saumon, Des œufs de thon, Des œufs de carpe;
Histoire, En quelle année a été signée la Magna Carta ?, 1215, 1066, 1348, 1492;
Géographie, Quel fleuve traverse le Grand Canyon ?, Le Colorado, Le Mississippi, Le Missouri, Le Rio Grande;
Sciences, Quelle particule a une charge positive ?, Le proton, L'électron, Le neutron, Le photon;
Art, Qui a peint Le Baiser ?, Gustav Klimt, Egon Schiele, Oskar Kokoschka, Edvard Munch;
Sport, Quel est le pays d'origine du Taekwondo ?, La Corée, Le Japon, La Chine, Le Vietnam;
Littérature, Qui a écrit Cyrano de Bergerac ?, Edmond Rostand, Victor Hugo, Molière, Corneille;
Musique, Quel chanteur est surnommé The Boss ?, Bruce Springsteen, Elvis Presley, Michael Jackson, Mick Jagger;
Cinéma, Quel réalisateur a fait Les Dents de la mer ?, Steven Spielberg, Alfred Hitchcock, James Cameron, George Lucas;
Mythologie, Qui a tué Hector lors de la guerre de Troie ?, Achille, Ulysse, Agamemnon, Patrocle;
Technologie, Quel navigateur web a été créé par Google ?, Chrome, Safari, Firefox, Opera;
Histoire, Qui était le président des USA pendant la guerre de Sécession ?, Abraham Lincoln, Andrew Jackson, Ulysses Grant, Thomas Jefferson;
Géographie, Quel pays est entouré par l'Afrique du Sud ?, Le Lesotho, Le Swaziland, Le Botswana, La Namibie;
Sciences, Quelle vitamine est produite par la peau au soleil ?, Vitamine D, Vitamine C, Vitamine A, Vitamine E;
Art, Qui a peint American Gothic ?, Grant Wood, Edward Hopper, Jackson Pollock, Andy Warhol;
Sport, Quel est le score parfait dans un match de fléchettes (3 flèches) ?, 180, 150, 200, 300;
Littérature, Qui a écrit 1984 ?, George Orwell, Aldous Huxley, Ray Bradbury, Philip K. Dick;
Musique, Quel instrument est associé à Rostropovitch ?, Le violoncelle, Le piano, Le violon, La flûte;
Cinéma, Quel film met en scène le personnage de Neo ?, Matrix, Inception, Blade Runner, Interstellar;
Mythologie, Qui est le père de Minos ?, Zeus, Poséidon, Apollon, Arès;
Nature, Quel animal est le plus rapide au monde ?, Le faucon pèlerin, Le guépard, Le voilier, L'autruche;
Gastronomie, Quel alcool est utilisé dans un baba ?, Le rhum, Le gin, La vodka, Le whisky;
Histoire, Quel explorateur a découvert la Floride ?, Ponce de Leon, Christophe Colomb, Magellan, Hernan Cortes;
Géographie, Quelle est la capitale de la Finlande ?, Helsinki, Stockholm, Oslo, Copenhague;
Sciences, Quelle planète est surnommée la Planète Rouge ?, Mars, Vénus, Saturne, Jupiter;
Art, Où se trouve le musée du Guggenheim ?, Bilbao, Paris, Londres, Madrid;
Sport, Quel est le nombre de joueurs dans une équipe de handball ?, 7, 5, 11, 9;
Littérature, Qui a écrit Faust ?, Goethe, Schiller, Kafka, Nietzsche;
Musique, Quel groupe a chanté Let It Be ?, Les Beatles, Les Rolling Stones, The Doors, The Who;
Cinéma, Quel acteur joue Forrest Gump ?, Tom Hanks, Brad Pitt, Robert De Niro, Al Pacino;
Mythologie, Qui est la déesse de la discorde ?, Eris, Athéna, Aphrodite, Héra;
Histoire, Qui était surnommé l'Incorruptible ?, Robespierre, Danton, Marat, Mirabeau;
Géographie, Quel pays possède le drapeau avec une feuille d'érable ?, Le Canada, Le Liban, Le Japon, La Suisse;
Sciences, Quel est le pH d'une solution neutre ?, 7, 0, 14, 5;
Art, Qui a peint Guernica ?, Pablo Picasso, Salvador Dali, Joan Miro, Francisco de Goya;
Sport, Quelle est la distance d'un marathon ?, 42.195 km, 21.1 km, 10 km, 50 km;
Littérature, Qui a écrit Gargantua ?, François Rabelais, Montaigne, Ronsard, Du Bellay;
Musique, Quel compositeur est sourd ?, Beethoven, Mozart, Bach, Brahms;
Cinéma, Quel film raconte l'histoire du naufrage du Titanic ?, Titanic, Avatar, Abyss, Poséidon;
Mythologie, Quel monstre a des serpents pour cheveux ?, Méduse, Scylla, Charybde, L'Hydre;
Nature, Quel animal est le plus grand mammifère ?, La baleine bleue, L'éléphant d'Afrique, Le requin-baleine, L'hippopotame;
Gastronomie, Quel fruit est à la base du kirsch ?, La cerise, La pomme, La poire, Le raisin;
Histoire, Quel président a aboli l'esclavage aux USA ?, Abraham Lincoln, George Washington, Andrew Jackson, Thomas Jefferson;
Géographie, Quel océan sépare l'Amérique de l'Asie ?, L'océan Pacifique, L'océan Atlantique, L'océan Indien, L'océan Arctique;
Sciences, Quel est l'organe qui filtre le sang ?, Le rein, Le foie, Le cœur, Le poumon;
Art, Qui a peint Le Cri ?, Edvard Munch, Salvador Dali, René Magritte, Picasso;
Sport, Quel est le pays d'origine du judo ?, Le Japon, La Chine, La Corée, Le Vietnam;
Littérature, Qui a écrit Le Petit Prince ?, Antoine de Saint-Exupéry, Albert Camus, Marcel Proust, Victor Hugo;
Cinéma, Qui a réalisé Indiana Jones ?, Steven Spielberg, George Lucas, James Cameron, Ridley Scott;
Histoire, Quel pays a été colonisé par le Portugal ?, Le Brésil, Le Mexique, L'Argentine, Le Chili;
Géographie, Quelle est la capitale du Portugal ?, Lisbonne, Madrid, Porto, Séville;
Sciences, Quel gaz est produit par les arbres ?, L'oxygène, Le CO2, L'azote, Le méthane;
Art, Qui a sculpté le David ?, Michel-Ange, Donatello, Bernin, Rodin;
Sport, Combien d'anneaux y a-t-il sur le drapeau olympique ?, 5, 4, 6, 7;
Musique, Quel est l'instrument de prédilection de Chopin ?, Le piano, Le violon, La flûte, La harpe;
Mythologie, Quel héros a tué le Minotaure ?, Thésée, Persée, Hercule, Jason;
Histoire, Qui a découvert la pénicilline ?, Alexander Fleming, Louis Pasteur, Marie Curie, Isaac Newton;
Géographie, Quelle est la capitale de l'Australie ?, Canberra, Sydney, Melbourne, Perth;
Sciences, Quelle planète possède des anneaux ?, Saturne, Jupiter, Mars, Vénus;
Littérature, Qui a écrit Roméo et Juliette ?, Shakespeare, Molière, Corneille, Racine;
Cinéma, Qui incarne James Bond dans Casino Royale ?, Daniel Craig, Pierce Brosnan, Sean Connery, Roger Moore;
Art, Qui a peint La Nuit étoilée ?, Vincent van Gogh, Claude Monet, Paul Gauguin, Henri Matisse;
Nature, Combien de pattes a une araignée ?, 8, 6, 10, 4;
Gastronomie, De quoi est faite la meringue ?, Blanc d'œuf et sucre, Jaune d'œuf et farine, Lait et beurre, Chocolat;
Histoire, Qui a été le premier homme dans l'espace ?, Youri Gagarine, Neil Armstrong, Buzz Aldrin, John Glenn;
Géographie, Quel est le fleuve le plus long du monde ?, Le Nil, L'Amazone, Le Mississippi, Le Danube;
Sciences, Quelle force nous maintient au sol ?, La gravité, Le magnétisme, La friction, L'inertie;
Art, Qui a peint La Joconde ?, Léonard de Vinci, Michel-Ange, Raphaël, Botticelli;
Sport, Quel pays accueille le Tour de France ?, La France, L'Italie, L'Espagne, La Belgique;
Géographie, Quelle est la capitale de la Lettonie ?, Riga, Tallinn, Vilnius, Minsk;
Géographie, Quelle est la capitale de l'Estonie ?, Tallinn, Riga, Vilnius, Helsinki;
Géographie, Quelle est la capitale de la Lituanie ?, Vilnius, Riga, Tallinn, Varsovie;
Géographie, Quel pays a pour capitale Sofia ?, La Bulgarie, La Roumanie, La Serbie, La Hongrie;
Géographie, Quel pays a pour capitale Bucarest ?, La Roumanie, La Bulgarie, La Hongrie, La Moldavie;
Géographie, Quelle est la capitale de l'Ukraine ?, Kiev, Moscou, Minsk, Varsovie;
Géographie, Quelle est la capitale de la Géorgie ?, Tbilissi, Erevan, Bakou, Ankara;
Géographie, Quel pays a pour capitale Bakou ?, L'Azerbaïdjan, L'Arménie, La Géorgie, L'Ouzbékistan;
Géographie, Quelle est la monnaie de la Chine ?, Le Yuan, Le Yen, Le Won, Le Baht;
Géographie, Quelle est la monnaie du Japon ?, Le Yen, Le Yuan, Le Won, Le Ringgit;
Géographie, Quel pays est surnommé le pays des mille lacs ?, La Finlande, La Suède, Le Canada, La Norvège;
Géographie, Quel est le plus grand désert de glace du monde ?, L'Antarctique, L'Arctique, Le Groenland, La Sibérie;
Géographie, Dans quel pays se trouve le Machu Picchu ?, Le Pérou, La Bolivie, Le Chili, La Colombie;
Géographie, Quelle est la capitale de l'Equateur ?, Quito, Lima, Bogota, La Paz;
Géographie, Quel fleuve coule à Bagdad ?, Le Tigre, L'Euphrate, Le Nil, Le Jourdain;
Géographie, Quel pays possède le Groenland ?, Le Danemark, La Norvège, Le Canada, L'Islande;
Géographie, Quelle est la capitale du Kenya ?, Nairobi, Mombasa, Addis-Abeba, Kampala;
Géographie, Quel est le plus haut sommet des Alpes ?, Le Mont Blanc, Le Cervin, L'Everest, L'Etna;
Géographie, Dans quel océan se trouvent les îles Maldives ?, L'océan Indien, L'océan Pacifique, L'océan Atlantique, La mer Rouge;
Géographie, Quelle est la capitale de Malte ?, La Valette, Mdina, Sliema, Gozo;
Géographie, Quel pays a pour capitale Dublin ?, L'Irlande, L'Ecosse, Le Pays de Galles, L'Islande;
Géographie, Quel pays est surnommé la Perle des Antilles ?, Haïti, Cuba, La Jamaïque, La Guadeloupe;
Géographie, Quelle est la capitale de la Jamaïque ?, Kingston, Montego Bay, Nassau, San Juan;
Géographie, Quel pays a pour capitale Téhéran ?, L'Iran, L'Irak, La Syrie, La Jordanie;
Géographie, Quelle est la capitale de la Jordanie ?, Amman, Beyrouth, Damas, Bagdad;
Géographie, Quel est le plus grand pays d'Amérique du Sud ?, Le Brésil, L'Argentine, Le Pérou, La Colombie;
Géographie, Quelle est la capitale de la Croatie ?, Zagreb, Split, Dubrovnik, Sarajevo;
Géographie, Quelle est la capitale de la Serbie ?, Belgrade, Zagreb, Sarajevo, Pristina;
Géographie, Quel pays a pour capitale Manille ?, Les Philippines, L'Indonésie, La Thaïlande, Le Vietnam;
Géographie, Quelle est la capitale de l'Indonésie ?, Jakarta, Bali, Sumatra, Surabaya;
Géographie, Quel pays est surnommé le pays de l'éternel printemps ?, Le Guatemala, Le Mexique, Le Costa Rica, Le Panama;
Géographie, Quelle est la capitale du Chili ?, Santiago, Valparaiso, Lima, Buenos Aires;
Géographie, Quel pays a pour capitale Alger ?, L'Algérie, Le Maroc, La Tunisie, La Libye;
Géographie, Quelle est la capitale du Maroc ?, Rabat, Casablanca, Marrakech, Fès;
Géographie, Quelle est la capitale de la Tunisie ?, Tunis, Sfax, Sousse, Bizerte;
Géographie, Quel détroit sépare l'Espagne du Maroc ?, Le détroit de Gibraltar, Le détroit de Magellan, Le détroit de Béring, Le détroit d'Ormuz;
Géographie, Quelle est la capitale de la Nouvelle-Zélande ?, Wellington, Auckland, Christchurch, Dunedin;
Géographie, Quel est le plus grand État des USA par superficie ?, L'Alaska, Le Texas, La Californie, Le Montana;
Géographie, Quelle est la capitale de la Louisiane ?, Baton Rouge, La Nouvelle-Orléans, Lafayette, Shreveport;
Géographie, Quelle est la capitale de la Floride ?, Tallahassee, Miami, Orlando, Tampa;
Géographie, Quelle est la capitale du Texas ?, Austin, Dallas, Houston, San Antonio;
Géographie, Quelle est la capitale de la Californie ?, Sacramento, Los Angeles, San Francisco, San Diego;
Géographie, Quel pays a pour capitale Kaboul ?, L'Afghanistan, Le Pakistan, L'Iran, Le Turkménistan;
Géographie, Quelle est la capitale du Pakistan ?, Islamabad, Karachi, Lahore, Kaboul;
Géographie, Quel pays a pour capitale Katmandou ?, Le Népal, Le Bhoutan, Le Tibet, L'Inde;
Géographie, Quelle est la capitale de la Malaisie ?, Kuala Lumpur, Singapour, Jakarta, Bangkok;
Géographie, Quelle est la capitale du Sri Lanka ?, Colombo, Kandy, Male, Madras;
Géographie, Quelle est la capitale de la Syrie ?, Damas, Alep, Homs, Beyrouth;
Géographie, Quel pays a pour capitale Beyrouth ?, Le Liban, La Syrie, La Jordanie, Israël;
Géographie, Quelle est la capitale du Nigeria ?, Abuja, Lagos, Kano, Ibadan;
Géographie, Quel pays a pour capitale Dakar ?, Le Sénégal, Le Mali, La Guinée, La Côte d'Ivoire;
Géographie, Quelle est la capitale de la Côte d'Ivoire ?, Yamoussoukro, Abidjan, Bouaké, San Pedro;
Géographie, Quel pays a pour capitale Luanda ?, L'Angola, Le Congo, La Namibie, Le Mozambique;
Géographie, Quelle est la capitale du Mozambique ?, Maputo, Beira, Nampula, Tete;
Géographie, Quelle est la capitale de Madagascar ?, Antananarivo, Tamatave, Majunga, Diego-Suarez;
Géographie, Quel pays a pour capitale Lima ?, Le Pérou, Le Chili, L'Equateur, La Colombie;
Géographie, Quelle est la capitale du Paraguay ?, Asuncion, Montevideo, La Paz, Sucre;
Géographie, Quelle est la capitale de l'Uruguay ?, Montevideo, Asuncion, Buenos Aires, Santiago;
Géographie, Quelle est la capitale du Venezuela ?, Caracas, Bogota, Quito, Panama;
Géographie, Quel pays a pour capitale Bogota ?, La Colombie, Le Venezuela, L'Equateur, Le Panama;
Géographie, Quelle est la capitale du Panama ?, Panama, Colon, David, Santiago;
Géographie, Quel canal relie l'Atlantique au Pacifique ?, Le canal de Panama, Le canal de Suez, Le canal de Corinthe, Le canal du Midi;
Géographie, Quel canal relie la Méditerranée à la mer Rouge ?, Le canal de Suez, Le canal de Panama, Le canal de Corinthe, Le canal de Kiel;
Histoire, Qui était le dieu du soleil dans l'Egypte ancienne ?, Râ, Osiris, Isis, Horus;
Histoire, Qui était la déesse de la magie en Egypte ?, Isis, Bastet, Sekhmet, Mout;
Histoire, Quel pharaon a découvert sa tombe intacte en 1922 ?, Toutânkhamon, Ramsès II, Kheops, Akhenaton;
Histoire, Quel pharaon a tenté d'imposer le monothéisme ?, Akhenaton, Ramsès III, Toutânkhamon, Séthi Ier;
Histoire, Qui était la femme de Ramsès II ?, Néfertari, Néfertiti, Cléopâtre, Hatchepsout;
Histoire, Qui a fondé la ville d'Alexandrie ?, Alexandre le Grand, Jules César, Ptolémée, Napoléon;
Histoire, Quelle reine fut la dernière souveraine d'Egypte ?, Cléopâtre VII, Néfertiti, Hatchepsout, Tiyi;
Histoire, Quel général romain a conquis la Gaule ?, Jules César, Pompée, Crassus, Auguste;
Histoire, Qui a été assassiné aux ides de Mars ?, Jules César, Caligula, Néron, Cicéron;
Histoire, Quel empereur a brûlé Rome selon la légende ?, Néron, Caligula, Commode, Domitien;
Histoire, Quel empereur romain a légalisé le christianisme ?, Constantin, Marc Aurèle, Hadrien, Trajan;
